conversion_id,post_id,campaign_id,influencer_id,order_value,customer_ltv,touchpoint_number,discount_code_used,attribution_weight,conversion_date
CONV_0010130,POST_000546,CAMP_0066,INF_0100,348.33,2769.03,4,1,0.25,2023-10-27
CONV_0010131,POST_000546,CAMP_0066,INF_0100,351.54,1349.87,4,1,0.25,2023-10-27
CONV_0010132,POST_000546,CAMP_0066,INF_0100,315.41,1625.74,1,1,1.0,2023-10-27
CONV_0010133,POST_000546,CAMP_0066,INF_0100,25.37,155.06,2,1,0.5,2023-10-27
CONV_0010134,POST_000546,CAMP_0066,INF_0100,29.21,228.06,2,1,0.5,2023-10-27
CONV_0010135,POST_000546,CAMP_0066,INF_0100,240.0,1016.74,3,0,0.3333,2023-10-27
CONV_0010136,POST_000546,CAMP_0066,INF_0100,137.1,567.46,2,1,0.5,2023-10-27
CONV_0010137,POST_000546,CAMP_0066,INF_0100,239.18,743.08,2,0,0.5,2023-10-27
CONV_0010138,POST_000546,CAMP_0066,INF_0100,151.53,1050.94,4,0,0.25,2023-10-27
CONV_0010139,POST_000546,CAMP_0066,INF_0100,462.28,1504.75,1,0,1.0,2023-10-27
CONV_0010140,POST_000547,CAMP_0066,INF_0060,167.9,804.03,3,0,0.3333,2023-10-29
CONV_0010141,POST_000547,CAMP_0066,INF_0060,42.85,221.97,1,0,1.0,2023-10-29
CONV_0010142,POST_000547,CAMP_0066,INF_0060,112.54,397.81,2,0,0.5,2023-10-29
CONV_0010143,POST_000547,CAMP_0066,INF_0060,228.24,1809.66,1,0,1.0,2023-10-29
CONV_0010144,POST_000547,CAMP_0066,INF_0060,338.41,2352.16,4,1,0.25,2023-10-29
CONV_0010145,POST_000547,CAMP_0066,INF_0060,59.75,253.54,1,0,1.0,2023-10-29
CONV_0010146,POST_000547,CAMP_0066,INF_0060,354.74,2746.44,4,1,0.25,2023-10-29
CONV_0010147,POST_000547,CAMP_0066,INF_0060,145.13,605.91,1,0,1.0,2023-10-29
CONV_0010148,POST_000547,CAMP_0066,INF_0060,425.24,3308.65,2,0,0.5,2023-10-29
CONV_0010149,POST_000547,CAMP_0066,INF_0060,461.4,1860.66,3,0,0.3333,2023-10-29
CONV_0010150,POST_000547,CAMP_0066,INF_0060,302.17,2358.95,1,1,1.0,2023-10-29
CONV_0010151,POST_000547,CAMP_0066,INF_0060,263.4,1897.01,1,0,1.0,2023-10-29
CONV_0010152,POST_000547,CAMP_0066,INF_0060,90.97,302.69,4,0,0.25,2023-10-29
CONV_0010153,POST_000547,CAMP_0066,INF_0060,212.13,1271.98,1,1,1.0,2023-10-29
CONV_0010154,POST_000547,CAMP_0066,INF_0060,268.22,797.01,2,0,0.5,2023-10-29
CONV_0010155,POST_000547,CAMP_0066,INF_0060,34.46,143.24,2,0,0.5,2023-10-29
CONV_0010156,POST_000547,CAMP_0066,INF_0060,44.01,351.47,3,0,0.3333,2023-10-29
CONV_0010157,POST_000547,CAMP_0066,INF_0060,45.24,224.67,3,1,0.3333,2023-10-29
CONV_0010158,POST_000547,CAMP_0066,INF_0060,448.11,2137.43,2,1,0.5,2023-10-29
CONV_0010159,POST_000547,CAMP_0066,INF_0060,137.93,922.07,1,1,1.0,2023-10-29
CONV_0010160,POST_000548,CAMP_0067,INF_0020,270.54,721.64,3,0,0.3333,2023-01-16
CONV_0010161,POST_000548,CAMP_0067,INF_0020,135.07,547.1,1,0,1.0,2023-01-16
CONV_0010162,POST_000548,CAMP_0067,INF_0020,124.79,720.69,2,0,0.5,2023-01-16
CONV_0010163,POST_000548,CAMP_0067,INF_0020,193.58,831.3,2,0,0.5,2023-01-16
CONV_0010164,POST_000548,CAMP_0067,INF_0020,392.21,1965.85,3,0,0.3333,2023-01-16
CONV_0010165,POST_000548,CAMP_0067,INF_0020,180.45,491.72,3,0,0.3333,2023-01-16
CONV_0010166,POST_000548,CAMP_0067,INF_0020,306.22,948.28,2,0,0.5,2023-01-16
CONV_0010167,POST_000548,CAMP_0067,INF_0020,379.54,1852.31,2,0,0.5,2023-01-16
CONV_0010168,POST_000548,CAMP_0067,INF_0020,144.12,866.1,4,0,0.25,2023-01-16
CONV_0010169,POST_000548,CAMP_0067,INF_0020,127.74,613.55,1,0,1.0,2023-01-16
CONV_0010170,POST_000548,CAMP_0067,INF_0020,387.43,1011.2,1,0,1.0,2023-01-16
CONV_0010171,POST_000548,CAMP_0067,INF_0020,368.6,1907.2,2,0,0.5,2023-01-16
CONV_0010172,POST_000548,CAMP_0067,INF_0020,163.54,495.51,4,0,0.25,2023-01-16
CONV_0010173,POST_000548,CAMP_0067,INF_0020,279.38,857.14,1,0,1.0,2023-01-16
CONV_0010174,POST_000548,CAMP_0067,INF_0020,142.98,1133.29,2,0,0.5,2023-01-16
CONV_0010175,POST_000548,CAMP_0067,INF_0020,29.41,234.54,3,0,0.3333,2023-01-16
CONV_0010176,POST_000548,CAMP_0067,INF_0020,377.08,2548.99,4,0,0.25,2023-01-16
CONV_0010177,POST_000548,CAMP_0067,INF_0020,135.82,944.62,3,0,0.3333,2023-01-16
CONV_0010178,POST_000548,CAMP_0067,INF_0020,402.97,1151.33,1,0,1.0,2023-01-16
CONV_0010179,POST_000548,CAMP_0067,INF_0020,139.84,862.33,4,0,0.25,2023-01-16
CONV_0010180,POST_000549,CAMP_0067,INF_0045,30.31,238.83,1,0,1.0,2023-01-24
CONV_0010181,POST_000549,CAMP_0067,INF_0045,486.11,2428.48,3,0,0.3333,2023-01-24
CONV_0010182,POST_000549,CAMP_0067,INF_0045,495.5,3153.71,4,0,0.25,2023-01-24
CONV_0010183,POST_000549,CAMP_0067,INF_0045,300.65,1371.91,3,0,0.3333,2023-01-24
CONV_0010184,POST_000549,CAMP_0067,INF_0045,369.55,1592.42,2,0,0.5,2023-01-24
CONV_0010185,POST_000549,CAMP_0067,INF_0045,86.64,279.58,3,0,0.3333,2023-01-24
CONV_0010186,POST_000549,CAMP_0067,INF_0045,214.66,1241.77,2,0,0.5,2023-01-24
CONV_0010187,POST_000549,CAMP_0067,INF_0045,301.26,1845.66,4,0,0.25,2023-01-24
CONV_0010188,POST_000549,CAMP_0067,INF_0045,321.39,962.05,4,0,0.25,2023-01-24
CONV_0010189,POST_000549,CAMP_0067,INF_0045,378.81,2400.08,3,1,0.3333,2023-01-24
CONV_0010190,POST_000549,CAMP_0067,INF_0045,149.75,382.5,2,0,0.5,2023-01-24
CONV_0010191,POST_000549,CAMP_0067,INF_0045,58.42,346.72,1,0,1.0,2023-01-24
CONV_0010192,POST_000549,CAMP_0067,INF_0045,321.05,2416.41,1,1,1.0,2023-01-24
CONV_0010193,POST_000549,CAMP_0067,INF_0045,263.73,2010.05,1,0,1.0,2023-01-24
CONV_0010194,POST_000549,CAMP_0067,INF_0045,246.69,1923.52,2,0,0.5,2023-01-24
CONV_0010195,POST_000549,CAMP_0067,INF_0045,351.15,1584.7,1,0,1.0,2023-01-24
CONV_0010196,POST_000549,CAMP_0067,INF_0045,198.79,1440.07,2,0,0.5,2023-01-24
CONV_0010197,POST_000549,CAMP_0067,INF_0045,273.89,2017.88,2,0,0.5,2023-01-24
CONV_0010198,POST_000549,CAMP_0067,INF_0045,138.87,628.16,4,0,0.25,2023-01-24
CONV_0010199,POST_000549,CAMP_0067,INF_0045,25.46,177.76,1,1,1.0,2023-01-24
CONV_0010200,POST_000550,CAMP_0067,INF_0010,244.73,915.62,2,0,0.5,2023-01-07
CONV_0010201,POST_000550,CAMP_0067,INF_0010,76.32,226.45,1,0,1.0,2023-01-07
CONV_0010202,POST_000550,CAMP_0067,INF_0010,457.74,1193.58,2,0,0.5,2023-01-07
CONV_0010203,POST_000550,CAMP_0067,INF_0010,161.6,448.5,4,0,0.25,2023-01-07
CONV_0010204,POST_000550,CAMP_0067,INF_0010,24.18,129.26,2,0,0.5,2023-01-07
CONV_0010205,POST_000550,CAMP_0067,INF_0010,107.95,300.0,4,0,0.25,2023-01-07
CONV_0010206,POST_000550,CAMP_0067,INF_0010,115.6,456.26,4,0,0.25,2023-01-07
CONV_0010207,POST_000550,CAMP_0067,INF_0010,226.32,1049.12,1,1,1.0,2023-01-07
CONV_0010208,POST_000550,CAMP_0067,INF_0010,102.36,751.33,1,1,1.0,2023-01-07
CONV_0010209,POST_000550,CAMP_0067,INF_0010,415.78,2471.28,1,1,1.0,2023-01-07
CONV_0010210,POST_000550,CAMP_0067,INF_0010,111.13,532.46,4,0,0.25,2023-01-07
CONV_0010211,POST_000550,CAMP_0067,INF_0010,51.63,145.22,2,0,0.5,2023-01-07
CONV_0010212,POST_000550,CAMP_0067,INF_0010,360.75,2009.32,2,0,0.5,2023-01-07
CONV_0010213,POST_000550,CAMP_0067,INF_0010,368.67,2756.19,2,1,0.5,2023-01-07
CONV_0010214,POST_000550,CAMP_0067,INF_0010,428.13,2057.59,3,0,0.3333,2023-01-07
CONV_0010215,POST_000550,CAMP_0067,INF_0010,100.67,536.46,4,1,0.25,2023-01-07
CONV_0010216,POST_000550,CAMP_0067,INF_0010,48.66,185.36,3,0,0.3333,2023-01-07
CONV_0010217,POST_000550,CAMP_0067,INF_0010,269.82,606.91,4,1,0.25,2023-01-07
CONV_0010218,POST_000550,CAMP_0067,INF_0010,360.17,1240.69,2,1,0.5,2023-01-07
CONV_0010219,POST_000550,CAMP_0067,INF_0010,56.92,331.15,3,1,0.3333,2023-01-07
CONV_0010220,POST_000551,CAMP_0067,INF_0095,431.93,2502.37,1,0,1.0,2023-01-05
CONV_0010221,POST_000551,CAMP_0067,INF_0095,312.04,1117.11,2,0,0.5,2023-01-05
CONV_0010222,POST_000551,CAMP_0067,INF_0095,303.63,776.85,1,1,1.0,2023-01-05
CONV_0010223,POST_000551,CAMP_0067,INF_0095,176.58,1140.56,2,0,0.5,2023-01-05
CONV_0010224,POST_000551,CAMP_0067,INF_0095,261.44,1428.58,3,0,0.3333,2023-01-05
CONV_0010225,POST_000551,CAMP_0067,INF_0095,165.2,1316.68,1,1,1.0,2023-01-05
CONV_0010226,POST_000551,CAMP_0067,INF_0095,154.85,331.01,1,0,1.0,2023-01-05
CONV_0010227,POST_000551,CAMP_0067,INF_0095,200.34,1231.64,2,0,0.5,2023-01-05
CONV_0010228,POST_000551,CAMP_0067,INF_0095,343.13,803.65,3,0,0.3333,2023-01-05
CONV_0010229,POST_000551,CAMP_0067,INF_0095,89.45,247.57,1,1,1.0,2023-01-05
CONV_0010230,POST_000551,CAMP_0067,INF_0095,324.26,2273.98,1,1,1.0,2023-01-05
CONV_0010231,POST_000551,CAMP_0067,INF_0095,52.15,372.41,2,0,0.5,2023-01-05
CONV_0010232,POST_000551,CAMP_0067,INF_0095,400.9,1833.93,4,1,0.25,2023-01-05
CONV_0010233,POST_000551,CAMP_0067,INF_0095,109.59,572.41,3,0,0.3333,2023-01-05
CONV_0010234,POST_000551,CAMP_0067,INF_0095,330.77,1766.31,1,0,1.0,2023-01-05
CONV_0010235,POST_000551,CAMP_0067,INF_0095,213.54,1290.35,4,0,0.25,2023-01-05
CONV_0010236,POST_000551,CAMP_0067,INF_0095,166.11,851.02,4,1,0.25,2023-01-05
CONV_0010237,POST_000551,CAMP_0067,INF_0095,304.72,1250.38,2,0,0.5,2023-01-05
CONV_0010238,POST_000551,CAMP_0067,INF_0095,477.86,2759.79,1,0,1.0,2023-01-05
CONV_0010239,POST_000551,CAMP_0067,INF_0095,68.88,426.11,3,0,0.3333,2023-01-05
CONV_0010240,POST_000552,CAMP_0067,INF_0062,155.58,840.12,1,1,1.0,2023-01-28
CONV_0010241,POST_000552,CAMP_0067,INF_0062,401.18,1270.22,2,1,0.5,2023-01-28
CONV_0010242,POST_000552,CAMP_0067,INF_0062,235.99,1505.9,3,0,0.3333,2023-01-28
CONV_0010243,POST_000552,CAMP_0067,INF_0062,430.67,2258.68,2,0,0.5,2023-01-28
CONV_0010244,POST_000552,CAMP_0067,INF_0062,99.96,712.86,3,1,0.3333,2023-01-28
CONV_0010245,POST_000552,CAMP_0067,INF_0062,430.64,2387.5,2,0,0.5,2023-01-28
CONV_0010246,POST_000552,CAMP_0067,INF_0062,361.84,1195.82,2,0,0.5,2023-01-28
CONV_0010247,POST_000552,CAMP_0067,INF_0062,313.93,1045.71,4,0,0.25,2023-01-28
CONV_0010248,POST_000552,CAMP_0067,INF_0062,343.05,2033.76,2,1,0.5,2023-01-28
CONV_0010249,POST_000552,CAMP_0067,INF_0062,126.29,912.91,1,1,1.0,2023-01-28
CONV_0010250,POST_000552,CAMP_0067,INF_0062,434.0,2865.88,4,0,0.25,2023-01-28
CONV_0010251,POST_000552,CAMP_0067,INF_0062,152.87,444.22,3,1,0.3333,2023-01-28
CONV_0010252,POST_000552,CAMP_0067,INF_0062,45.75,343.95,3,0,0.3333,2023-01-28
CONV_0010253,POST_000552,CAMP_0067,INF_0062,265.32,1592.86,4,0,0.25,2023-01-28
CONV_0010254,POST_000552,CAMP_0067,INF_0062,283.61,1512.71,2,1,0.5,2023-01-28
CONV_0010255,POST_000552,CAMP_0067,INF_0062,458.85,1979.96,3,0,0.3333,2023-01-28
CONV_0010256,POST_000552,CAMP_0067,INF_0062,214.47,1044.1,3,1,0.3333,2023-01-28
CONV_0010257,POST_000552,CAMP_0067,INF_0062,354.38,2674.54,2,0,0.5,2023-01-28
CONV_0010258,POST_000552,CAMP_0067,INF_0062,195.66,530.83,2,0,0.5,2023-01-28
CONV_0010259,POST_000552,CAMP_0067,INF_0062,150.82,914.6,3,0,0.3333,2023-01-28
CONV_0010260,POST_000553,CAMP_0067,INF_0031,411.87,2853.02,1,0,1.0,2023-01-11
CONV_0010261,POST_000553,CAMP_0067,INF_0031,406.31,1481.36,1,0,1.0,2023-01-11
CONV_0010262,POST_000553,CAMP_0067,INF_0031,261.67,1247.45,1,0,1.0,2023-01-11
CONV_0010263,POST_000553,CAMP_0067,INF_0031,153.94,376.21,1,0,1.0,2023-01-11
CONV_0010264,POST_000553,CAMP_0067,INF_0031,302.87,1754.82,3,0,0.3333,2023-01-11
CONV_0010265,POST_000553,CAMP_0067,INF_0031,205.13,784.91,3,0,0.3333,2023-01-11
CONV_0010266,POST_000553,CAMP_0067,INF_0031,382.44,2862.53,1,0,1.0,2023-01-11
CONV_0010267,POST_000553,CAMP_0067,INF_0031,465.63,2645.73,2,0,0.5,2023-01-11
CONV_0010268,POST_000553,CAMP_0067,INF_0031,230.42,1355.17,3,0,0.3333,2023-01-11
CONV_0010269,POST_000553,CAMP_0067,INF_0031,439.32,2610.17,2,0,0.5,2023-01-11
CONV_0010270,POST_000553,CAMP_0067,INF_0031,404.22,1485.29,1,1,1.0,2023-01-11
CONV_0010271,POST_000553,CAMP_0067,INF_0031,183.45,1348.03,4,1,0.25,2023-01-11
CONV_0010272,POST_000553,CAMP_0067,INF_0031,248.99,1322.58,3,0,0.3333,2023-01-11
CONV_0010273,POST_000553,CAMP_0067,INF_0031,125.04,528.48,2,1,0.5,2023-01-11
CONV_0010274,POST_000553,CAMP_0067,INF_0031,146.1,308.87,4,0,0.25,2023-01-11
CONV_0010275,POST_000553,CAMP_0067,INF_0031,56.83,342.51,4,0,0.25,2023-01-11
CONV_0010276,POST_000553,CAMP_0067,INF_0031,241.97,1883.97,2,0,0.5,2023-01-11
CONV_0010277,POST_000553,CAMP_0067,INF_0031,216.46,1004.85,3,0,0.3333,2023-01-11
CONV_0010278,POST_000553,CAMP_0067,INF_0031,417.5,3185.73,2,0,0.5,2023-01-11
CONV_0010279,POST_000553,CAMP_0067,INF_0031,183.95,1153.33,4,0,0.25,2023-01-11
CONV_0010280,POST_000554,CAMP_0067,INF_0048,294.5,2251.62,4,1,0.25,2023-01-26
CONV_0010281,POST_000554,CAMP_0067,INF_0048,423.07,2333.5,1,0,1.0,2023-01-26
CONV_0010282,POST_000554,CAMP_0067,INF_0048,487.52,1589.22,1,1,1.0,2023-01-26
CONV_0010283,POST_000554,CAMP_0067,INF_0048,480.81,2765.15,3,0,0.3333,2023-01-26
CONV_0010284,POST_000554,CAMP_0067,INF_0048,229.73,1781.36,1,0,1.0,2023-01-26
CONV_0010285,POST_000554,CAMP_0067,INF_0048,74.59,157.74,3,0,0.3333,2023-01-26
CONV_0010286,POST_000554,CAMP_0067,INF_0048,285.17,1238.41,1,0,1.0,2023-01-26
CONV_0010287,POST_000554,CAMP_0067,INF_0048,382.62,2632.27,3,1,0.3333,2023-01-26
CONV_0010288,POST_000554,CAMP_0067,INF_0048,499.49,1511.64,1,0,1.0,2023-01-26
CONV_0010289,POST_000554,CAMP_0067,INF_0048,392.42,3002.94,1,0,1.0,2023-01-26
CONV_0010290,POST_000554,CAMP_0067,INF_0048,143.19,487.68,2,0,0.5,2023-01-26
CONV_0010291,POST_000554,CAMP_0067,INF_0048,292.76,601.6,3,0,0.3333,2023-01-26
CONV_0010292,POST_000554,CAMP_0067,INF_0048,415.89,3286.11,3,0,0.3333,2023-01-26
CONV_0010293,POST_000554,CAMP_0067,INF_0048,359.48,2029.61,2,1,0.5,2023-01-26
CONV_0010294,POST_000554,CAMP_0067,INF_0048,21.61,113.36,3,0,0.3333,2023-01-26
CONV_0010295,POST_000554,CAMP_0067,INF_0048,437.07,1545.69,3,0,0.3333,2023-01-26
CONV_0010296,POST_000554,CAMP_0067,INF_0048,169.3,946.53,3,0,0.3333,2023-01-26
CONV_0010297,POST_000554,CAMP_0067,INF_0048,239.66,1378.54,1,0,1.0,2023-01-26
CONV_0010298,POST_000554,CAMP_0067,INF_0048,148.06,371.84,4,0,0.25,2023-01-26
CONV_0010299,POST_000554,CAMP_0067,INF_0048,330.03,1482.26,4,1,0.25,2023-01-26
CONV_0010300,POST_000555,CAMP_0067,INF_0077,325.22,757.01,2,0,0.5,2023-01-20
CONV_0010301,POST_000555,CAMP_0067,INF_0077,205.76,653.0,1,0,1.0,2023-01-20
CONV_0010302,POST_000555,CAMP_0067,INF_0077,95.59,706.39,1,0,1.0,2023-01-20
CONV_0010303,POST_000555,CAMP_0067,INF_0077,398.04,2152.84,4,0,0.25,2023-01-20
CONV_0010304,POST_000555,CAMP_0067,INF_0077,163.66,1173.01,3,0,0.3333,2023-01-20
CONV_0010305,POST_000555,CAMP_0067,INF_0077,156.47,1182.3,1,0,1.0,2023-01-20
CONV_0010306,POST_000555,CAMP_0067,INF_0077,411.58,2674.68,3,0,0.3333,2023-01-20
CONV_0010307,POST_000555,CAMP_0067,INF_0077,318.76,2428.43,3,0,0.3333,2023-01-20
CONV_0010308,POST_000555,CAMP_0067,INF_0077,61.36,245.59,1,0,1.0,2023-01-20
CONV_0010309,POST_000555,CAMP_0067,INF_0077,340.06,1697.63,3,0,0.3333,2023-01-20
CONV_0010310,POST_000555,CAMP_0067,INF_0077,415.57,2889.57,4,1,0.25,2023-01-20
CONV_0010311,POST_000555,CAMP_0067,INF_0077,143.04,414.66,3,1,0.3333,2023-01-20
CONV_0010312,POST_000555,CAMP_0067,INF_0077,291.17,2048.89,3,1,0.3333,2023-01-20
CONV_0010313,POST_000555,CAMP_0067,INF_0077,92.29,246.32,4,0,0.25,2023-01-20
CONV_0010314,POST_000555,CAMP_0067,INF_0077,292.97,900.16,4,0,0.25,2023-01-20
CONV_0010315,POST_000555,CAMP_0067,INF_0077,414.68,1761.7,3,0,0.3333,2023-01-20
CONV_0010316,POST_000555,CAMP_0067,INF_0077,35.13,250.44,4,0,0.25,2023-01-20
CONV_0010317,POST_000555,CAMP_0067,INF_0077,322.03,1752.48,1,0,1.0,2023-01-20
CONV_0010318,POST_000555,CAMP_0067,INF_0077,406.34,2104.73,1,0,1.0,2023-01-20
CONV_0010319,POST_000555,CAMP_0067,INF_0077,310.7,968.14,1,1,1.0,2023-01-20
CONV_0010320,POST_000557,CAMP_0067,INF_0016,325.58,951.46,4,0,0.25,2023-01-04
CONV_0010321,POST_000557,CAMP_0067,INF_0016,247.26,1511.98,1,0,1.0,2023-01-04
CONV_0010322,POST_000557,CAMP_0067,INF_0016,59.98,210.27,2,1,0.5,2023-01-04
CONV_0010323,POST_000557,CAMP_0067,INF_0016,363.65,2714.94,1,0,1.0,2023-01-04
CONV_0010324,POST_000557,CAMP_0067,INF_0016,453.11,2721.77,1,1,1.0,2023-01-04
CONV_0010325,POST_000557,CAMP_0067,INF_0016,240.86,1217.43,4,0,0.25,2023-01-04
CONV_0010326,POST_000557,CAMP_0067,INF_0016,224.52,467.13,2,0,0.5,2023-01-04
CONV_0010327,POST_000557,CAMP_0067,INF_0016,185.68,841.89,4,0,0.25,2023-01-04
CONV_0010328,POST_000557,CAMP_0067,INF_0016,139.91,634.38,4,1,0.25,2023-01-04
CONV_0010329,POST_000557,CAMP_0067,INF_0016,196.17,635.54,2,0,0.5,2023-01-04
CONV_0010330,POST_000557,CAMP_0067,INF_0016,444.39,2040.78,1,1,1.0,2023-01-04
CONV_0010331,POST_000557,CAMP_0067,INF_0016,83.5,287.81,4,0,0.25,2023-01-04
CONV_0010332,POST_000557,CAMP_0067,INF_0016,185.14,1149.61,1,0,1.0,2023-01-04
CONV_0010333,POST_000557,CAMP_0067,INF_0016,370.44,1169.08,4,0,0.25,2023-01-04
CONV_0010334,POST_000557,CAMP_0067,INF_0016,340.33,1665.99,2,0,0.5,2023-01-04
CONV_0010335,POST_000557,CAMP_0067,INF_0016,488.06,2070.04,3,0,0.3333,2023-01-04
CONV_0010336,POST_000557,CAMP_0067,INF_0016,194.48,427.92,4,1,0.25,2023-01-04
CONV_0010337,POST_000557,CAMP_0067,INF_0016,267.63,694.78,4,1,0.25,2023-01-04
CONV_0010338,POST_000557,CAMP_0067,INF_0016,134.51,425.36,2,0,0.5,2023-01-04
CONV_0010339,POST_000557,CAMP_0067,INF_0016,176.27,720.28,4,1,0.25,2023-01-04
CONV_0010340,POST_000558,CAMP_0067,INF_0013,266.64,2082.82,2,1,0.5,2023-01-05
CONV_0010341,POST_000558,CAMP_0067,INF_0013,393.03,2608.47,2,0,0.5,2023-01-05
CONV_0010342,POST_000558,CAMP_0067,INF_0013,45.47,221.95,2,1,0.5,2023-01-05
CONV_0010343,POST_000558,CAMP_0067,INF_0013,211.92,655.33,3,0,0.3333,2023-01-05
CONV_0010344,POST_000558,CAMP_0067,INF_0013,87.26,355.87,4,0,0.25,2023-01-05
CONV_0010345,POST_000558,CAMP_0067,INF_0013,407.66,2685.63,2,0,0.5,2023-01-05
CONV_0010346,POST_000558,CAMP_0067,INF_0013,398.95,2934.25,2,1,0.5,2023-01-05
CONV_0010347,POST_000558,CAMP_0067,INF_0013,263.32,1641.15,4,0,0.25,2023-01-05
CONV_0010348,POST_000558,CAMP_0067,INF_0013,52.86,210.9,1,1,1.0,2023-01-05
CONV_0010349,POST_000558,CAMP_0067,INF_0013,244.68,747.29,1,0,1.0,2023-01-05
CONV_0010350,POST_000558,CAMP_0067,INF_0013,208.71,1594.57,1,1,1.0,2023-01-05
CONV_0010351,POST_000558,CAMP_0067,INF_0013,73.21,202.83,4,0,0.25,2023-01-05
CONV_0010352,POST_000558,CAMP_0067,INF_0013,66.15,372.94,1,0,1.0,2023-01-05
CONV_0010353,POST_000558,CAMP_0067,INF_0013,213.86,1309.53,1,1,1.0,2023-01-05
CONV_0010354,POST_000558,CAMP_0067,INF_0013,462.6,2328.92,2,0,0.5,2023-01-05
CONV_0010355,POST_000558,CAMP_0067,INF_0013,188.17,844.42,4,0,0.25,2023-01-05
CONV_0010356,POST_000558,CAMP_0067,INF_0013,206.83,1419.76,4,1,0.25,2023-01-05
CONV_0010357,POST_000558,CAMP_0067,INF_0013,426.24,915.29,2,1,0.5,2023-01-05
CONV_0010358,POST_000558,CAMP_0067,INF_0013,83.59,600.01,3,0,0.3333,2023-01-05
CONV_0010359,POST_000558,CAMP_0067,INF_0013,233.76,555.65,4,1,0.25,2023-01-05
CONV_0010360,POST_000559,CAMP_0067,INF_0042,83.25,460.13,1,0,1.0,2023-01-05
CONV_0010361,POST_000559,CAMP_0067,INF_0042,287.02,1451.32,1,0,1.0,2023-01-05
CONV_0010362,POST_000559,CAMP_0067,INF_0042,492.61,3195.71,4,1,0.25,2023-01-05
CONV_0010363,POST_000559,CAMP_0067,INF_0042,28.65,217.66,3,0,0.3333,2023-01-05
CONV_0010364,POST_000559,CAMP_0067,INF_0042,64.56,242.33,3,0,0.3333,2023-01-05
CONV_0010365,POST_000559,CAMP_0067,INF_0042,259.9,1941.07,1,0,1.0,2023-01-05
CONV_0010366,POST_000559,CAMP_0067,INF_0042,300.98,1593.36,1,1,1.0,2023-01-05
CONV_0010367,POST_000559,CAMP_0067,INF_0042,371.98,2241.84,1,0,1.0,2023-01-05
CONV_0010368,POST_000559,CAMP_0067,INF_0042,209.83,821.09,3,1,0.3333,2023-01-05
CONV_0010369,POST_000559,CAMP_0067,INF_0042,162.84,425.83,3,0,0.3333,2023-01-05
CONV_0010370,POST_000559,CAMP_0067,INF_0042,125.91,886.52,4,0,0.25,2023-01-05
CONV_0010371,POST_000559,CAMP_0067,INF_0042,219.94,1107.29,2,0,0.5,2023-01-05
CONV_0010372,POST_000559,CAMP_0067,INF_0042,205.23,1451.48,1,1,1.0,2023-01-05
CONV_0010373,POST_000559,CAMP_0067,INF_0042,246.04,706.82,1,0,1.0,2023-01-05
CONV_0010374,POST_000560,CAMP_0068,INF_0014,102.34,533.44,2,0,0.5,2023-08-29
CONV_0010375,POST_000560,CAMP_0068,INF_0014,359.96,2822.4,3,0,0.3333,2023-08-29
CONV_0010376,POST_000560,CAMP_0068,INF_0014,191.61,1285.35,3,1,0.3333,2023-08-29
CONV_0010377,POST_000560,CAMP_0068,INF_0014,24.34,152.49,3,1,0.3333,2023-08-29
CONV_0010378,POST_000560,CAMP_0068,INF_0014,139.54,312.25,2,0,0.5,2023-08-29
CONV_0010379,POST_000560,CAMP_0068,INF_0014,236.37,1433.69,2,1,0.5,2023-08-29
CONV_0010380,POST_000560,CAMP_0068,INF_0014,461.7,2917.47,3,0,0.3333,2023-08-29
CONV_0010381,POST_000560,CAMP_0068,INF_0014,141.28,887.01,4,0,0.25,2023-08-29
CONV_0010382,POST_000560,CAMP_0068,INF_0014,463.57,3309.85,4,0,0.25,2023-08-29
CONV_0010383,POST_000560,CAMP_0068,INF_0014,438.45,2761.9,3,0,0.3333,2023-08-29
CONV_0010384,POST_000560,CAMP_0068,INF_0014,210.25,1123.18,3,0,0.3333,2023-08-29
CONV_0010385,POST_000560,CAMP_0068,INF_0014,111.12,290.72,1,0,1.0,2023-08-29
CONV_0010386,POST_000560,CAMP_0068,INF_0014,45.81,300.65,2,0,0.5,2023-08-29
CONV_0010387,POST_000560,CAMP_0068,INF_0014,226.39,1117.32,3,1,0.3333,2023-08-29
CONV_0010388,POST_000560,CAMP_0068,INF_0014,194.0,1076.16,1,0,1.0,2023-08-29
CONV_0010389,POST_000560,CAMP_0068,INF_0014,233.38,495.52,1,0,1.0,2023-08-29
CONV_0010390,POST_000560,CAMP_0068,INF_0014,186.52,832.73,3,0,0.3333,2023-08-29
CONV_0010391,POST_000560,CAMP_0068,INF_0014,320.49,2364.77,2,0,0.5,2023-08-29
CONV_0010392,POST_000560,CAMP_0068,INF_0014,466.89,3527.37,3,0,0.3333,2023-08-29
CONV_0010393,POST_000560,CAMP_0068,INF_0014,129.34,1027.64,3,0,0.3333,2023-08-29
CONV_0010394,POST_000561,CAMP_0068,INF_0076,354.05,2482.79,1,1,1.0,2023-09-11
CONV_0010395,POST_000561,CAMP_0068,INF_0076,351.53,1218.15,4,0,0.25,2023-09-11
CONV_0010396,POST_000561,CAMP_0068,INF_0076,330.16,828.27,4,1,0.25,2023-09-11
CONV_0010397,POST_000561,CAMP_0068,INF_0076,181.67,532.96,4,0,0.25,2023-09-11
CONV_0010398,POST_000561,CAMP_0068,INF_0076,28.91,103.07,1,0,1.0,2023-09-11
